/tmp/comma/speed/train/frame0.81415.jpg,28.10557
/tmp/comma/speed/train/frame0.81799.jpg,28.10557
/tmp/comma/speed/train/frame0.81925.jpg,28.106527
/tmp/comma/speed/train/frame0.82040.jpg,28.130404
/tmp/comma/speed/train/frame0.82153.jpg,28.109243
/tmp/comma/speed/train/frame0.82267.jpg,28.088572
/tmp/comma/speed/train/frame0.82383.jpg,28.03421
/tmp/comma/speed/train/frame0.82494.jpg,28.018492
/tmp/comma/speed/train/frame0.82610.jpg,27.986624
/tmp/comma/speed/train/frame0.82751.jpg,28.016352
/tmp/comma/speed/train/frame0.82881.jpg,27.981985
/tmp/comma/speed/train/frame0.83009.jpg,27.978624
/tmp/comma/speed/train/frame0.83124.jpg,28.032331
/tmp/comma/speed/train/frame0.83237.jpg,27.960218
/tmp/comma/speed/train/frame0.83348.jpg,27.937178
/tmp/comma/speed/train/frame0.83458.jpg,27.9406
/tmp/comma/speed/train/frame0.83572.jpg,27.908579
/tmp/comma/speed/train/frame0.83687.jpg,27.898605
/tmp/comma/speed/train/frame0.83792.jpg,27.855982
/tmp/comma/speed/train/frame0.83894.jpg,27.795582
/tmp/comma/speed/train/frame0.83996.jpg,27.850634
/tmp/comma/speed/train/frame0.84097.jpg,27.83935
/tmp/comma/speed/train/frame0.84201.jpg,27.824348
/tmp/comma/speed/train/frame0.84305.jpg,27.759607
/tmp/comma/speed/train/frame0.84406.jpg,27.830055
/tmp/comma/speed/train/frame0.84520.jpg,27.761887
/tmp/comma/speed/train/frame0.84650.jpg,27.694763
/tmp/comma/speed/train/frame0.84764.jpg,27.761204
/tmp/comma/speed/train/frame0.84871.jpg,27.691933
/tmp/comma/speed/train/frame0.84975.jpg,27.666086
/tmp/comma/speed/train/frame0.85081.jpg,27.723911
/tmp/comma/speed/train/frame0.85193.jpg,27.63947
/tmp/comma/speed/train/frame0.85300.jpg,27.612873
/tmp/comma/speed/train/frame0.85408.jpg,27.638535
/tmp/comma/speed/train/frame0.85516.jpg,27.606098
/tmp/comma/speed/train/frame0.85657.jpg,27.593208
/tmp/comma/speed/train/frame0.85789.jpg,27.573927
/tmp/comma/speed/train/frame0.85914.jpg,27.561152
/tmp/comma/speed/train/frame0.86023.jpg,27.559233
/tmp/comma/speed/train/frame0.86138.jpg,27.528067
/tmp/comma/speed/train/frame0.86248.jpg,27.522543
/tmp/comma/speed/train/frame0.86359.jpg,27.531057
